date,value
2020-08-02,135.8727390188431
2020-08-03,142.95092002175642
2020-08-04,132.66687625932525
2020-08-05,138.29544282678208
2020-08-06,129.83907125709098
2020-08-07,139.74978769168817
2020-08-08,132.303533029567
2020-08-09,121.64313714884291
2020-08-10,127.74769500972405
2020-08-11,128.90614921122727
2020-08-12,127.91446237044498
2020-08-13,127.56536810959548
2020-08-14,124.01191083200841
2020-08-15,131.76456515581998
2020-08-16,130.46731270606
2020-08-17,123.32319204635013
2020-08-18,123.86562765013178
2020-08-19,126.90178968973964
2020-08-20,123.51674407784847
2020-08-21,121.96787990821245
2020-08-22,127.02998037235722
2020-08-23,126.02320319189064
2020-08-24,110.52803218808887
2020-08-25,126.38400250938437
2020-08-26,110.52518161638326
2020-08-27,119.92528630008226
2020-08-28,120.80285495122271
2020-08-29,115.98338550531857
2020-08-30,119.14487225809948
2020-08-31,116.50904747941364
2020-09-01,124.9304441789148
2020-09-02,122.98740652211586
2020-09-03,127.85096684090102
2020-09-04,119.5427395525955
2020-09-05,115.97434256028426
2020-09-06,117.55710589420144
2020-09-07,129.4639934053293
2020-09-08,118.31421158781714
2020-09-09,127.03342123791799
2020-09-10,121.04002265387498
2020-09-11,115.53607179874402
2020-09-12,135.5047996926232
2020-09-13,126.69295738860458
2020-09-14,126.97674625211022
2020-09-15,134.7295439186176
2020-09-16,122.7950182106312
2020-09-17,127.7149847488981
2020-09-18,125.06042499469332
2020-09-19,133.019230755708
2020-09-20,131.71963474456336
2020-09-21,137.99855520110623
2020-09-22,133.56462219336788
2020-09-23,136.02514762795383
2020-09-24,140.86478267747094
2020-09-25,136.75123262899723
2020-09-26,133.9703287836302
2020-09-27,137.38571029852656
2020-09-28,145.79665802920624
2020-09-29,146.67671611209178
2020-09-30,148.60441388601376
2020-10-01,143.95023621398232
2020-10-02,149.3973127575577
2020-10-03,154.0338417006949
2020-10-04,153.25989709214792
2020-10-05,156.09072161728898
2020-10-06,153.91100379190058
2020-10-07,153.2384390018835
2020-10-08,156.75721207374946
2020-10-09,158.58998487306505
2020-10-10,161.98066089754442
2020-10-11,162.62248285966663
2020-10-12,153.79558595339807
2020-10-13,162.02288722913386
2020-10-14,166.58333157687426
2020-10-15,155.40583749353584
2020-10-16,163.2516473971905
2020-10-17,157.0420722047418
2020-10-18,168.56006853891324
2020-10-19,157.7168714916325
2020-10-20,152.0516612118418
2020-10-21,159.87442714463353
2020-10-22,158.74572430603132
2020-10-23,167.50088059160058
2020-10-24,167.6114615930318
2020-10-25,170.1532660357933
2020-10-26,166.31707135670104
2020-10-27,155.14587787033946
2020-10-28,166.19529974461022
2020-10-29,167.85732208429334
2020-10-30,167.47302665417138
2020-10-31,165.04932439707713
2020-11-01,176.89501607579277
2020-11-02,168.72060790915202
2020-11-03,169.82502770143398
2020-11-04,169.30308340511507
2020-11-05,166.4588414398684
2020-11-06,162.10683388376418
2020-11-07,163.27021527186704
2020-11-08,168.03333003481086
2020-11-09,167.1119103282465
2020-11-10,166.51394564104874
2020-11-11,163.18024444205182
2020-11-12,162.43104296928158
2020-11-13,165.876546788977
2020-11-14,162.2166488995661
2020-11-15,166.36628313401621
2020-11-16,162.73856736096877
2020-11-17,157.93517627573135
2020-11-18,151.1322396116517
2020-11-19,152.3464170433398
2020-11-20,157.17028302354865
2020-11-21,152.71727114880943
2020-11-22,141.84287455409927
2020-11-23,152.14368632223346
2020-11-24,146.9252759305298
2020-11-25,148.82621763303226
2020-11-26,141.19561699523882
2020-11-27,148.0290632651505
2020-11-28,141.54912596818036
2020-11-29,138.03822842072765
2020-11-30,141.95811881060615
2020-12-01,128.22520931081408
2020-12-02,141.16224590577627
2020-12-03,140.8560512372179
2020-12-04,130.3094448723553
2020-12-05,135.2702686847714
2020-12-06,135.0823925557884
2020-12-07,133.6459904679573
2020-12-08,135.3256767834923
2020-12-09,137.76789495865864
2020-12-10,130.06236199064165
2020-12-11,124.98572976216508
2020-12-12,136.72920227693263
2020-12-13,119.4945465056056
2020-12-14,122.62341582431355
2020-12-15,125.58762490652396
2020-12-16,125.08586880757406
2020-12-17,129.04017104039355
2020-12-18,120.80120894105019
2020-12-19,123.8957707458156
2020-12-20,116.92782826584065
2020-12-21,121.29220845756004
2020-12-22,128.30035805260692
2020-12-23,119.8585424275065
2020-12-24,117.23798600027631
2020-12-25,114.73330018763602
2020-12-26,124.02533754800962
2020-12-27,123.99931646183012
2020-12-28,127.28549082879441
2020-12-29,127.66625861119581
2020-12-30,121.5444908634365
2020-12-31,119.2687011938846
2021-01-01,127.97343009645635
2021-01-02,127.4635778395971
2021-01-03,129.99033324083425
2021-01-04,125.32140876529631
2021-01-05,133.88357360687408
2021-01-06,123.99690616811662
2021-01-07,130.76391807108567
2021-01-08,136.72052080938332
2021-01-09,121.70569536445231
2021-01-10,136.1719956662723
2021-01-11,123.49725043151436
2021-01-12,127.02984068936327
2021-01-13,126.84636336391593
2021-01-14,138.69486995448216
2021-01-15,137.89460618308124
2021-01-16,136.51210593079446
2021-01-17,150.0331560285531
2021-01-18,136.9188914413631
2021-01-19,131.94284250734333
2021-01-20,138.90091081612246
2021-01-21,143.50459204985168
2021-01-22,147.91991958034953
2021-01-23,138.9423749603525
2021-01-24,147.28512894617216
2021-01-25,143.6391635990794
2021-01-26,151.45619903096386
2021-01-27,149.8809871967203
2021-01-28,156.86206725351747
2021-01-29,153.44441712298186
2021-01-30,157.58321022943224
2021-01-31,149.24599896638787
2021-02-01,165.56028515128213
2021-02-02,164.3419106466414
2021-02-03,165.32381982997632
2021-02-04,166.28258649707945
2021-02-05,164.94736048328286
2021-02-06,163.62467208302965
2021-02-07,157.01629333761989
2021-02-08,171.72474931560106
2021-02-09,165.55458799533673
2021-02-10,168.21218435070517
2021-02-11,155.27521112438774
2021-02-12,166.57852206407242
2021-02-13,160.8265427679148
2021-02-14,161.95641125156763
2021-02-15,173.83862780079102
2021-02-16,166.1645436323223
2021-02-17,168.5486739452543
2021-02-18,170.03400217308044
2021-02-19,173.61051112610892
2021-02-20,169.48159153460634
2021-02-21,176.21295608366736
2021-02-22,163.95744148414443
2021-02-23,174.9278522984254
2021-02-24,177.90592973070414
2021-02-25,161.22993029133474
2021-02-26,172.72119419424664
2021-02-27,178.3632939506344
2021-02-28,174.80517759102366
2021-03-01,176.2149053504581
2021-03-02,176.71627415496818
2021-03-03,179.3335825619001
2021-03-04,171.58658378640223
2021-03-05,166.71046836676982
2021-03-06,160.16940521087432
2021-03-07,170.50999895517145
2021-03-08,164.83868968131384
2021-03-09,162.95817900570438
2021-03-10,168.10673511993355
2021-03-11,163.34198106228817
2021-03-12,157.28843310584023
2021-03-13,169.34906455185168
2021-03-14,159.19041073158155
2021-03-15,151.71328343801832
2021-03-16,167.69619164156526
2021-03-17,155.5609292146652
2021-03-18,156.78652198170542
2021-03-19,153.98204415726698
2021-03-20,155.27564096346237
2021-03-21,157.37493855931777
2021-03-22,151.93175769284235
2021-03-23,157.64690562396092
2021-03-24,149.90416991876003
2021-03-25,143.64631451621162
2021-03-26,140.46210326007153
2021-03-27,143.78086558347067
2021-03-28,143.11140536637157
2021-03-29,142.7774019887382
2021-03-30,137.07742729477403
2021-03-31,154.01642726836263
2021-04-01,136.31035547048344
2021-04-02,135.82780530531466
2021-04-03,138.5062560752626
2021-04-04,141.95935551569673
2021-04-05,142.86952935226583
2021-04-06,147.43593239833405
2021-04-07,125.84239447093883
2021-04-08,130.25626457091818
2021-04-09,123.9967131705647
2021-04-10,121.91780864485841
2021-04-11,134.4238058236491
2021-04-12,125.06012720149567
2021-04-13,120.88544007432736
2021-04-14,130.54303594953026
2021-04-15,125.59680655561213
2021-04-16,129.83893006376334
2021-04-17,112.64966801931426
2021-04-18,126.31784754398575
2021-04-19,128.98981256793553
2021-04-20,124.4164964861115
2021-04-21,129.24037125424204
2021-04-22,126.10311070249648
2021-04-23,137.37843090322804
2021-04-24,123.1993920725225
2021-04-25,126.4852726271634
2021-04-26,120.44310562838463
2021-04-27,125.91161151341183
2021-04-28,129.28230606356917
2021-04-29,133.91849916656383
2021-04-30,126.17047531517711
2021-05-01,125.46994977842022
2021-05-02,124.36485908759755
2021-05-03,136.39841624919447
2021-05-04,128.20227827691664
2021-05-05,128.08856742965267
2021-05-06,131.00836813884004
2021-05-07,137.5430260943343
2021-05-08,130.54038648660392
2021-05-09,135.6770654921435
2021-05-10,142.04265916027066
2021-05-11,137.0765253756003
2021-05-12,139.63926494127358
2021-05-13,138.44024812102413
2021-05-14,137.4809143149376
2021-05-15,136.8704874943736
2021-05-16,149.8581793235826
2021-05-17,138.351908647152
2021-05-18,143.95832335149913
2021-05-19,139.97260296682268
2021-05-20,155.5809214013933
2021-05-21,157.63885535047214
2021-05-22,146.98459422059065
2021-05-23,160.31199607393023
2021-05-24,148.52413503123978
2021-05-25,159.44122455287186
2021-05-26,154.2283082951543
2021-05-27,156.96506732077097
2021-05-28,168.11957399332744
2021-05-29,161.20354122262648
2021-05-30,154.19779025415633
2021-05-31,164.0617353170588
2021-06-01,159.21520290432568
2021-06-02,159.1245239055751
2021-06-03,172.23423236338542
2021-06-04,170.34988081032643
2021-06-05,170.48478249333937
2021-06-06,161.27708185561897
2021-06-07,164.51175282024602
2021-06-08,176.40851983897133
2021-06-09,164.1552819702377
2021-06-10,167.47978804747842
2021-06-11,166.4741409006893
2021-06-12,182.88134206772008
2021-06-13,165.95365238275542
2021-06-14,174.8533258948329
2021-06-15,178.01136827863198
2021-06-16,167.3695853828875
2021-06-17,178.3624191398641
2021-06-18,164.42396936726695
2021-06-19,171.7079140006933
2021-06-20,169.31528282898594
2021-06-21,174.8744740678015
2021-06-22,175.4668082312057
2021-06-23,170.70696044730002
2021-06-24,177.4222350893269
2021-06-25,172.8334106490771
2021-06-26,179.24759802755815
2021-06-27,173.54298317365084
2021-06-28,164.33828833702512
2021-06-29,172.02125580277257
2021-06-30,163.79437793984124
2021-07-01,164.78133046646155
2021-07-02,166.0135620031259
2021-07-03,167.4751542005262
2021-07-04,172.62102605705428
2021-07-05,171.7584468943528
2021-07-06,175.4222004181893
2021-07-07,158.5802743486879
2021-07-08,166.24947341294882
2021-07-09,162.56170459897035
2021-07-10,160.67568166644122
2021-07-11,157.10044617759934
2021-07-12,152.22193151137893
2021-07-13,163.33059563059754
2021-07-14,164.70777460278532
2021-07-15,157.02997818973427
2021-07-16,161.49632580678346
2021-07-17,159.31991155667978
2021-07-18,156.400625510631
2021-07-19,155.5137261726684
2021-07-20,150.2357151629308
2021-07-21,149.11966221100582
2021-07-22,154.75854929986312
2021-07-23,147.2996528815317
2021-07-24,142.25525481514882
2021-07-25,148.128815145534
2021-07-26,135.34458494407727
2021-07-27,147.30345990943573
2021-07-28,141.85906511485942
2021-07-29,137.18421109367276
2021-07-30,145.51113620416018
2021-07-31,140.54157927355095
2021-08-01,131.13746833817152
2021-08-02,139.278903672274
2021-08-03,140.56141221521133
2021-08-04,129.26840960577118
2021-08-05,127.937114611051
2021-08-06,138.7098246771946
2021-08-07,130.65387715720018
2021-08-08,136.78172760144798
2021-08-09,134.73882124561104
2021-08-10,129.3190683846418
2021-08-11,135.76528725099365
2021-08-12,128.6079851754725
2021-08-13,125.66992455124073
2021-08-14,136.16047305387298
2021-08-15,140.92605331033934
2021-08-16,132.63938107931727
2021-08-17,128.92108441050388
2021-08-18,136.23415595659804
2021-08-19,125.8409534372145
2021-08-20,128.01387680726674
2021-08-21,134.2936560574564
2021-08-22,134.5849227366018
2021-08-23,125.30328368771339
2021-08-24,130.0543356768435
2021-08-25,130.44020468846793
2021-08-26,139.24232883893606
2021-08-27,130.33565248153263
2021-08-28,136.98719912969946
2021-08-29,141.1629303555473
2021-08-30,130.92953926735197
2021-08-31,138.35706288522329
2021-09-01,138.6489703266385
2021-09-02,129.53450324290765
2021-09-03,142.9253757994032
2021-09-04,140.9257395358781
2021-09-05,146.15011133682708
2021-09-06,146.9676088306681
2021-09-07,140.73693040173956
2021-09-08,136.79703253776873
2021-09-09,127.6704269774402
2021-09-10,143.15939090714662
2021-09-11,143.70698812574378
2021-09-12,144.06525481287002
2021-09-13,145.9478185965124
2021-09-14,154.906189685658
2021-09-15,149.69468888622924
2021-09-16,155.0202060356662
2021-09-17,153.28849696108279
2021-09-18,152.85049073562647
2021-09-19,160.63479919400478
2021-09-20,160.50494763955194
2021-09-21,157.9156395688144
2021-09-22,156.1592895206203
2021-09-23,165.5032607549544
2021-09-24,159.79070985324387
2021-09-25,165.4698348083353
2021-09-26,162.513933798024
2021-09-27,161.9592096216756
2021-09-28,171.16846422548366
2021-09-29,163.93791659763434
2021-09-30,164.9672936436614
2021-10-01,166.2791587269905
2021-10-02,175.65572947457287
2021-10-03,176.9421531903288
2021-10-04,176.11627792748288
2021-10-05,173.25583652002487
2021-10-06,176.45684082475705
2021-10-07,176.26609555960712
2021-10-08,176.95396651674258
2021-10-09,167.97227962164942
2021-10-10,174.05705329745953
2021-10-11,179.23171357999198
2021-10-12,170.94315426650982
2021-10-13,180.18137679707993
2021-10-14,173.9402299667479
2021-10-15,169.28740719631537
2021-10-16,176.51937247417024
2021-10-17,177.72641049513132
2021-10-18,187.84302843872916
2021-10-19,173.22856604445988
2021-10-20,169.0142755035214
2021-10-21,171.39630379777205
2021-10-22,166.04011241650593
2021-10-23,165.19151737750389
2021-10-24,171.8064087487231
2021-10-25,183.3590778901177
2021-10-26,171.1453968040153
2021-10-27,184.69324821532118
2021-10-28,171.3956852343418
2021-10-29,170.1651324310015
2021-10-30,173.71748528815473
2021-10-31,170.69851663376363
2021-11-01,171.23429418439144
2021-11-02,176.56166086089735
2021-11-03,170.09800578037135
2021-11-04,171.3760276197162
2021-11-05,166.58772862173586
2021-11-06,161.37465536157913
2021-11-07,168.47855496531585
2021-11-08,160.7093642114829
2021-11-09,158.37892989566103
2021-11-10,158.0269332870705
2021-11-11,152.28027975128649
2021-11-12,145.50959646263587
2021-11-13,166.78200385583594
2021-11-14,149.78059058020682
2021-11-15,152.78996851781483
2021-11-16,156.9290083774185
2021-11-17,149.16578252679645
2021-11-18,148.3790620565486
2021-11-19,151.22445482347223
2021-11-20,148.71048366930106
2021-11-21,143.2591158771483
2021-11-22,147.83640797916374
2021-11-23,140.9869718050131
2021-11-24,137.6944766284947
2021-11-25,147.16781337467148
2021-11-26,135.3166756488553
2021-11-27,144.78751413443993
2021-11-28,139.5315452571063
2021-11-29,141.22498928510336
2021-11-30,140.016042174832
2021-12-01,136.34216731459586
2021-12-02,124.30531391378025
2021-12-03,140.35246707182765
2021-12-04,133.3234532714975
2021-12-05,139.89367673921802
2021-12-06,131.04186416902408
2021-12-07,138.8747597780124
2021-12-08,124.47179694928367
2021-12-09,127.20758549813138
2021-12-10,136.51071213121662
2021-12-11,142.10554754969297
2021-12-12,137.45849821480158
2021-12-13,121.23203081353256
2021-12-14,137.69917743970592
2021-12-15,132.84353987048297
2021-12-16,135.35649372257453
2021-12-17,136.20217154203112
2021-12-18,129.60047649966077
2021-12-19,143.88584158680644
2021-12-20,140.93786682586253
2021-12-21,121.70378757865349
2021-12-22,130.23338761022293
2021-12-23,133.31756826651946
2021-12-24,128.51029238336278
2021-12-25,140.05379081078632
2021-12-26,136.63581996485615
2021-12-27,137.00837468630493
2021-12-28,133.58810161712427
2021-12-29,144.8865239304877
2021-12-30,145.8980125880086
2021-12-31,142.7403009647811
2022-01-01,145.6150415000857
2022-01-02,151.59400948672632
2022-01-03,150.64900217929454
2022-01-04,139.25913247427033
2022-01-05,139.11960870121396
2022-01-06,146.29121362446614
2022-01-07,154.70714778246278
2022-01-08,153.3504545595884
2022-01-09,155.12888768043464
2022-01-10,147.29834007363445
2022-01-11,148.66773929264787
2022-01-12,152.59459740978414
2022-01-13,160.26204370538775
2022-01-14,160.65161280438022
2022-01-15,155.87293739289737
2022-01-16,156.39550851241125
2022-01-17,160.3561792181648
2022-01-18,170.86568414145498
2022-01-19,158.08157738135745
2022-01-20,176.87281371334487
2022-01-21,159.75255358201701
2022-01-22,176.3744751373336
2022-01-23,166.73494808737888
2022-01-24,172.99757678157178
2022-01-25,172.81066229414017
2022-01-26,172.91465418116985
2022-01-27,165.94744116724524
2022-01-28,171.31585404584595
2022-01-29,171.33029552098958
2022-01-30,178.22781687036132
2022-01-31,170.08490300256076
2022-02-01,172.21041387630245
2022-02-02,181.37049620749116
2022-02-03,180.4217756020137
2022-02-04,176.04846164635438
2022-02-05,177.1309897118506
2022-02-06,181.41024038913966
2022-02-07,183.85222170492008
2022-02-08,174.12513394547784
2022-02-09,166.5255129228659
2022-02-10,183.64052672746098
2022-02-11,182.367732510904
2022-02-12,185.46222181347375
2022-02-13,181.6863011568708
2022-02-14,173.9822202685224
2022-02-15,183.4894703301051
2022-02-16,182.96791016267807
2022-02-17,166.62682345945007
2022-02-18,166.3501158122094
2022-02-19,179.67158754278285
2022-02-20,174.2972476570152
2022-02-21,172.07690311873137
2022-02-22,175.51225323736642
2022-02-23,168.46878360002322
2022-02-24,183.1578339349844
2022-02-25,174.07958805510054
2022-02-26,169.83690541625373
2022-02-27,172.31601968353954
2022-02-28,172.88108343997774
2022-03-01,172.58817322180866
2022-03-02,171.1204126518249
2022-03-03,172.58171402522436
2022-03-04,164.74455629366597
2022-03-05,164.74644959633474
2022-03-06,167.90614271403092
2022-03-07,158.61229131167755
2022-03-08,159.9720264881137
2022-03-09,167.3799372807894
2022-03-10,160.77838733583678
2022-03-11,158.79930500745462
2022-03-12,152.93231677252987
2022-03-13,162.4197872888833
2022-03-14,152.67263717309206
2022-03-15,156.58139800651338
2022-03-16,147.05856017987858
2022-03-17,156.63270154334995
2022-03-18,152.24468656143495
2022-03-19,149.65193413341163
2022-03-20,145.54267020567102
2022-03-21,143.72555237984454
2022-03-22,143.12341797765487
2022-03-23,146.1609799023555
2022-03-24,137.05598032444956
2022-03-25,141.6553882112267
2022-03-26,136.63171005240144
2022-03-27,137.39751231504937
2022-03-28,143.57632328371471
2022-03-29,139.3357970405656
2022-03-30,137.28797359951835
2022-03-31,149.46359045111245
2022-04-01,129.0568255088496
2022-04-02,133.21090920377213
2022-04-03,141.26978551088328
2022-04-04,130.91907395175588
2022-04-05,127.26616447220088
2022-04-06,131.85542448216708
2022-04-07,130.60957799633354
2022-04-08,132.1845933597832
2022-04-09,129.77503846923233
2022-04-10,129.2327308714619
2022-04-11,130.7293608477278
2022-04-12,133.90052649795484
2022-04-13,140.24913568540148
2022-04-14,129.37192914399162
2022-04-15,131.41440608464393
2022-04-16,127.96136570666863
2022-04-17,137.02039817118674
2022-04-18,131.35989063392492
2022-04-19,138.23194174497849
2022-04-20,139.26760242377412
2022-04-21,135.02387132132293
2022-04-22,130.93555071623086
2022-04-23,146.6979686357736
2022-04-24,152.54669373762397
2022-04-25,144.85059333146572
2022-04-26,137.04098069488737
2022-04-27,141.33902844524334
2022-04-28,143.89990608873603
2022-04-29,155.0570792191805
2022-04-30,146.75370175913767
2022-05-01,148.0781140132506
2022-05-02,149.4291341408397
2022-05-03,153.5282352196833
2022-05-04,144.51796562029355
2022-05-05,145.96620060037336
2022-05-06,149.59411604320826
2022-05-07,159.25315030736834
2022-05-08,150.01248527637821
2022-05-09,149.6335660710551
2022-05-10,150.43735433967322
2022-05-11,160.0505833704644
2022-05-12,168.788916688375
2022-05-13,163.1899792368563
2022-05-14,165.7726644293199
2022-05-15,157.1000261379685
2022-05-16,160.08961545770487
2022-05-17,165.16696636938633
2022-05-18,179.1332460434818
2022-05-19,167.93848393446157
2022-05-20,178.60156186955388
2022-05-21,165.87323128388132
2022-05-22,172.19570459324888
2022-05-23,166.5123712476639
2022-05-24,174.4634340457713
2022-05-25,167.17167561360333
2022-05-26,175.34126907474416
2022-05-27,166.3357362559698
2022-05-28,172.09964063508184
2022-05-29,165.7677771608996
2022-05-30,176.8112334804398
2022-05-31,177.04115796140593
2022-06-01,177.88775242183513
2022-06-02,189.8403909406868
2022-06-03,180.85879884215396
2022-06-04,185.08436620902353
2022-06-05,184.79529907267346
2022-06-06,176.21663067138542
2022-06-07,176.0517223880658
2022-06-08,184.43306434456386
2022-06-09,171.6888546876786
2022-06-10,181.39199021240898
2022-06-11,168.0913164893147
2022-06-12,179.29338680452693
2022-06-13,180.75266663838127
2022-06-14,171.50583096869968
2022-06-15,180.6516640088795
2022-06-16,167.75287299348395
2022-06-17,181.45865977884003
2022-06-18,177.35127718533454
2022-06-19,180.02409306729027
2022-06-20,168.77950257572306
2022-06-21,178.43319817924487
2022-06-22,163.74306466376487
2022-06-23,185.73522802855268
2022-06-24,170.82202208211038
2022-06-25,172.4841437068247
2022-06-26,173.073070683806
2022-06-27,167.36265115170522
2022-06-28,172.44834694035046
2022-06-29,166.47037408793855
2022-06-30,168.7315632893748
2022-07-01,165.91961479540984
2022-07-02,164.75872641168837
2022-07-03,167.2174926876935
2022-07-04,160.27380906022273
2022-07-05,157.244293598108
2022-07-06,161.56458935938326
2022-07-07,158.2583087192961
2022-07-08,152.40112992184035
2022-07-09,152.06535828047603
2022-07-10,152.16108263128766
2022-07-11,151.3003004943356
2022-07-12,150.18457441537524
2022-07-13,151.44379953603166
2022-07-14,145.3805727631181
2022-07-15,147.32304751671552
2022-07-16,149.92715126622062
2022-07-17,147.6509171951187
2022-07-18,145.85627841343427
2022-07-19,142.45829269054448
2022-07-20,138.6256511845661
2022-07-21,143.15710262996646
2022-07-22,143.52459376173127
